"maquina","spearman","kendall"
"trace18A.csv",0.155982550315825,0.103601849404894
"trace18B.csv",0.593432208609364,0.440725163498182
"trace25A.csv",0.285758280799083,0.256649303717218
"trace25B.csv",0.129946191411626,0.0893395417101571
"trace28A.csv",-0.0138375549304209,-0.00714283284828249
"trace28B.csv",0.58282851232372,0.396707023020931
"trace29A.csv",0.165345766783289,0.109110301406271
"trace29B.csv",0.426541836217164,0.289087379749919
"trace2A.csv",0.247133090496902,0.16626461248791
"trace2B.csv",0.336189163829076,0.228068117162333
"trace31A.csv",0.552897153140976,0.380426249238524
"trace31B.csv",0.378941585565568,0.288890791201484
"trace32A.csv",0.36480102628966,0.252454206134229
"trace32B.csv",0.594948202024,0.418816525637306
"trace32C.csv",0.16655071363725,0.138198703217589
"trace33A.csv",-0.126741403222814,-0.0910918619845427
"trace33B.csv",0.430840307983437,0.307944357094767
"trace33C.csv",0.476618243400277,0.337463669346274
"trace5A.csv",-0.0247651167339936,-0.015435292831009
"trace5B.csv",0.0694181800089351,0.0472515868427124
"trace6A.csv",-0.00752661550503057,-0.00385087395858665
"trace6B.csv",0.492875206789883,0.353492203980351
"trace9A.csv",0.628333401238079,0.437020403772842
"trace9B.csv",0.294147615340021,0.210211125373749
"trace9C.csv",0.45543268068904,0.317202605053877
